,id,listing_url,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,price,availability_30,number_of_reviews,review_scores_rating,instant_bookable,cancellation_policy,reviews_per_month,BezirkeNbr,Zip
183,536895,https://www.airbnb.com/rooms/536895,Mariahilf,48.19122,16.34265,Entire home/apt,2,1.0,2.0,59.0,3,84,99.0,f,strict_14_with_grace_period,0.95,6.,1060 Wien
184,538438,https://www.airbnb.com/rooms/538438,Leopoldstadt,48.218990000000005,16.37794,Entire home/apt,6,1.0,1.0,95.0,10,46,99.0,t,moderate,0.51,2.,1020 Wien
185,539467,https://www.airbnb.com/rooms/539467,Leopoldstadt,48.21416,16.37867,Entire home/apt,4,1.0,3.0,75.0,2,77,97.0,t,moderate,0.91,2.,1020 Wien
187,543409,https://www.airbnb.com/rooms/543409,Landstraße,48.20064,16.3893,Private room,2,1.0,1.0,70.0,18,171,98.0,f,strict_14_with_grace_period,2.37,3.,1030 Wien
188,543522,https://www.airbnb.com/rooms/543522,Leopoldstadt,48.22177,16.37394,Private room,2,1.0,1.0,30.0,0,33,99.0,f,moderate,0.37,2.,1020 Wien
190,557575,https://www.airbnb.com/rooms/557575,Floridsdorf,48.25289,16.41928,Private room,6,1.0,1.0,25.0,0,26,98.0,f,flexible,0.29,21.,1210 Wien
191,560952,https://www.airbnb.com/rooms/560952,Josefstadt,48.20833,16.3426,Private room,2,1.0,1.0,49.0,11,109,86.0,t,strict_14_with_grace_period,1.26,8.,1080 Wien
192,563275,https://www.airbnb.com/rooms/563275,Wieden,48.192609999999995,16.36704,Entire home/apt,4,1.0,1.0,49.0,4,113,91.0,t,strict_14_with_grace_period,1.28,4.,1040 Wien
193,566572,https://www.airbnb.com/rooms/566572,Rudolfsheim-Fünfhaus,48.195840000000004,16.31843,Entire home/apt,2,1.0,1.0,49.0,0,22,99.0,f,moderate,0.25,15.,1150 Wien
194,569467,https://www.airbnb.com/rooms/569467,Leopoldstadt,48.22337,16.3743,Private room,1,1.0,1.0,25.0,3,53,98.0,f,strict_14_with_grace_period,0.6,2.,1020 Wien
196,569995,https://www.airbnb.com/rooms/569995,Floridsdorf,48.262209999999996,16.387079999999997,Entire home/apt,2,1.0,3.0,72.0,23,3,100.0,f,moderate,0.1,21.,1210 Wien
197,569997,https://www.airbnb.com/rooms/569997,Floridsdorf,48.2609,16.38796,Entire home/apt,2,1.0,2.0,82.0,23,1,100.0,f,moderate,0.03,21.,1210 Wien
198,570239,https://www.airbnb.com/rooms/570239,Leopoldstadt,48.21795,16.3906,Entire home/apt,4,2.0,3.0,95.0,17,41,90.0,f,strict_14_with_grace_period,0.65,2.,1020 Wien
199,570241,https://www.airbnb.com/rooms/570241,Mariahilf,48.1937,16.35337,Entire home/apt,6,2.0,4.0,83.0,1,49,90.0,f,strict_14_with_grace_period,0.63,6.,1060 Wien
200,570242,https://www.airbnb.com/rooms/570242,Leopoldstadt,48.21761,16.39109,Entire home/apt,4,1.0,2.0,70.0,6,39,92.0,f,strict_14_with_grace_period,1.23,2.,1020 Wien
201,570243,https://www.airbnb.com/rooms/570243,Leopoldstadt,48.2175,16.38264,Entire home/apt,3,1.0,1.0,70.0,3,29,91.0,f,strict_14_with_grace_period,0.38,2.,1020 Wien
202,570246,https://www.airbnb.com/rooms/570246,Leopoldstadt,48.2212,16.40014,Entire home/apt,3,1.0,2.0,55.0,5,9,85.0,f,strict_14_with_grace_period,0.11,2.,1020 Wien
203,573333,https://www.airbnb.com/rooms/573333,Neubau,48.2017,16.345779999999998,Entire home/apt,6,2.0,4.0,125.0,8,40,96.0,f,strict_14_with_grace_period,0.45,7.,1070 Wien
204,575126,https://www.airbnb.com/rooms/575126,Leopoldstadt,48.21673,16.38256,Private room,3,1.0,3.0,45.0,15,263,95.0,t,moderate,2.97,2.,1020 Wien
206,578947,https://www.airbnb.com/rooms/578947,Leopoldstadt,48.21678,16.3882,Entire home/apt,6,1.0,3.0,85.0,15,19,92.0,f,strict_14_with_grace_period,0.22,2.,1020 Wien
207,579301,https://www.airbnb.com/rooms/579301,Landstraße,48.192,16.389229999999998,Entire home/apt,3,1.0,2.0,60.0,0,136,89.0,t,strict_14_with_grace_period,2.03,3.,1030 Wien
208,579302,https://www.airbnb.com/rooms/579302,Alsergrund,48.23042,16.354789999999998,Entire home/apt,4,1.0,2.0,56.0,7,79,93.0,t,strict_14_with_grace_period,1.17,9.,1090 Wien
210,588091,https://www.airbnb.com/rooms/588091,Leopoldstadt,48.22298,16.40523,Entire home/apt,3,2.0,3.0,186.0,0,5,93.0,f,strict_14_with_grace_period,0.06,2.,1020 Wien
212,599060,https://www.airbnb.com/rooms/599060,Neubau,48.20275,16.34093,Entire home/apt,2,1.0,2.0,160.0,10,18,100.0,t,strict_14_with_grace_period,0.24,7.,1070 Wien
213,600477,https://www.airbnb.com/rooms/600477,Hernals,48.21389,16.338639999999998,Entire home/apt,5,1.0,1.0,75.0,6,244,93.0,f,strict_14_with_grace_period,2.76,17.,1170 Wien
214,601111,https://www.airbnb.com/rooms/601111,Landstraße,48.20941,16.39508,Entire home/apt,5,2.0,5.0,95.0,12,1,80.0,t,strict_14_with_grace_period,0.02,3.,1030 Wien
215,603258,https://www.airbnb.com/rooms/603258,Wieden,48.19518,16.36776,Entire home/apt,2,1.0,1.0,53.0,13,73,92.0,t,strict_14_with_grace_period,0.83,4.,1040 Wien
217,603747,https://www.airbnb.com/rooms/603747,Margareten,48.186859999999996,16.35056,Entire home/apt,4,1.0,4.0,42.0,0,2,100.0,f,strict_14_with_grace_period,0.04,5.,1050 Wien
218,604215,https://www.airbnb.com/rooms/604215,Neubau,48.20355,16.3554,Entire home/apt,2,1.0,2.0,83.0,4,245,97.0,t,strict_14_with_grace_period,2.76,7.,1070 Wien
219,609251,https://www.airbnb.com/rooms/609251,Hernals,48.21646,16.337889999999998,Entire home/apt,6,1.0,3.0,79.0,0,15,89.0,f,strict_14_with_grace_period,0.17,17.,1170 Wien
220,610592,https://www.airbnb.com/rooms/610592,Neubau,48.20306,16.35105,Entire home/apt,2,1.0,1.0,90.0,0,61,99.0,t,flexible,0.72,7.,1070 Wien
222,611325,https://www.airbnb.com/rooms/611325,Leopoldstadt,48.2134,16.37954,Entire home/apt,6,2.0,4.0,80.0,6,40,97.0,t,moderate,0.46,2.,1020 Wien
223,612773,https://www.airbnb.com/rooms/612773,Alsergrund,48.215790000000005,16.34615,Entire home/apt,6,2.0,4.0,500.0,0,9,80.0,f,strict_14_with_grace_period,0.1,9.,1090 Wien
225,614551,https://www.airbnb.com/rooms/614551,Mariahilf,48.1939,16.354129999999998,Entire home/apt,6,2.0,1.0,100.0,2,3,93.0,f,flexible,0.05,6.,1060 Wien
226,615011,https://www.airbnb.com/rooms/615011,Wieden,48.191559999999996,16.36605,Entire home/apt,2,1.0,1.0,39.0,11,246,95.0,t,strict_14_with_grace_period,2.79,4.,1040 Wien
227,626725,https://www.airbnb.com/rooms/626725,Mariahilf,48.194990000000004,16.35274,Entire home/apt,6,2.0,4.0,100.0,1,1,80.0,f,flexible,0.02,6.,1060 Wien
228,627455,https://www.airbnb.com/rooms/627455,Landstraße,48.21119,16.38884,Entire home/apt,4,1.0,2.0,75.0,12,94,97.0,f,strict_14_with_grace_period,1.17,3.,1030 Wien
229,628755,https://www.airbnb.com/rooms/628755,Wieden,48.18827,16.37242,Entire home/apt,5,2.0,4.0,80.0,0,25,97.0,t,strict_14_with_grace_period,0.53,4.,1040 Wien
231,638309,https://www.airbnb.com/rooms/638309,Penzing,48.1967,16.29045,Entire home/apt,4,1.0,2.0,65.0,22,21,89.0,t,moderate,0.42,14.,1140 Wien
232,642108,https://www.airbnb.com/rooms/642108,Währing,48.2346,16.32614,Private room,2,1.0,1.0,45.0,0,16,93.0,f,strict_14_with_grace_period,0.18,18.,1180 Wien
234,651017,https://www.airbnb.com/rooms/651017,Alsergrund,48.22306,16.36538,Entire home/apt,4,1.0,2.0,64.0,0,94,96.0,f,strict_14_with_grace_period,1.63,9.,1090 Wien
235,653529,https://www.airbnb.com/rooms/653529,Alsergrund,48.22645,16.35248,Entire home/apt,2,1.0,2.0,85.0,27,12,95.0,t,strict_14_with_grace_period,0.14,9.,1090 Wien
237,658430,https://www.airbnb.com/rooms/658430,Wieden,48.18916,16.3744,Entire home/apt,2,1.0,2.0,85.0,28,2,100.0,f,strict_14_with_grace_period,0.69,4.,1040 Wien
239,659457,https://www.airbnb.com/rooms/659457,Wieden,48.19708,16.36852,Entire home/apt,2,1.0,2.0,100.0,3,1,100.0,f,strict_14_with_grace_period,0.17,4.,1040 Wien
240,666688,https://www.airbnb.com/rooms/666688,Josefstadt,48.208859999999994,16.34734,Entire home/apt,4,1.0,2.0,42.0,6,402,81.0,t,flexible,4.58,8.,1080 Wien
241,669580,https://www.airbnb.com/rooms/669580,Leopoldstadt,48.22354,16.38358,Entire home/apt,4,1.0,1.0,58.0,4,94,98.0,f,flexible,1.08,2.,1020 Wien
243,687102,https://www.airbnb.com/rooms/687102,Wieden,48.19682,16.37434,Entire home/apt,5,3.0,3.0,139.0,7,163,94.0,f,moderate,1.92,4.,1040 Wien
244,701962,https://www.airbnb.com/rooms/701962,Wieden,48.19937,16.36626,Entire home/apt,3,1.0,1.0,115.0,24,21,99.0,f,strict_14_with_grace_period,0.25,4.,1040 Wien
246,706621,https://www.airbnb.com/rooms/706621,Josefstadt,48.20904,16.349510000000002,Entire home/apt,4,2.0,2.0,103.0,6,325,94.0,t,moderate,3.75,8.,1080 Wien
247,708088,https://www.airbnb.com/rooms/708088,Leopoldstadt,48.21568,16.38399,Private room,3,1.0,2.0,50.0,16,232,95.0,t,moderate,2.69,2.,1020 Wien
248,708667,https://www.airbnb.com/rooms/708667,Landstraße,48.20884,16.39359,Entire home/apt,4,2.0,4.0,299.0,29,1,100.0,f,strict_14_with_grace_period,0.02,3.,1030 Wien
249,708972,https://www.airbnb.com/rooms/708972,Leopoldstadt,48.2196,16.41442,Entire home/apt,4,1.0,1.0,80.0,16,29,96.0,t,strict_14_with_grace_period,0.35,2.,1020 Wien
251,714920,https://www.airbnb.com/rooms/714920,Wieden,48.18959,16.364,Entire home/apt,6,2.0,4.0,119.0,5,302,96.0,t,moderate,4.22,4.,1040 Wien
252,718684,https://www.airbnb.com/rooms/718684,Neubau,48.20163,16.33822,Entire home/apt,4,1.0,2.0,61.0,6,143,89.0,t,strict_14_with_grace_period,1.92,7.,1070 Wien
253,725836,https://www.airbnb.com/rooms/725836,Donaustadt,48.23639,16.41215,Entire home/apt,5,1.0,1.0,70.0,0,8,98.0,f,strict_14_with_grace_period,0.1,22.,1220 Wien
254,729796,https://www.airbnb.com/rooms/729796,Leopoldstadt,48.22807,16.394779999999997,Entire home/apt,5,1.0,2.0,42.0,0,8,87.0,t,flexible,0.3,2.,1020 Wien
255,730288,https://www.airbnb.com/rooms/730288,Ottakring,48.213879999999996,16.33524,Entire home/apt,2,1.0,1.0,69.0,8,17,87.0,t,flexible,0.2,16.,1160 Wien
256,730325,https://www.airbnb.com/rooms/730325,Ottakring,48.21337,16.333479999999998,Entire home/apt,2,1.0,1.0,69.0,0,3,90.0,t,flexible,0.04,16.,1160 Wien
257,731862,https://www.airbnb.com/rooms/731862,Innere Stadt,48.213190000000004,16.374000000000002,Entire home/apt,4,2.0,3.0,95.0,4,369,99.0,f,strict_14_with_grace_period,4.29,1.,1010 Wien
258,745120,https://www.airbnb.com/rooms/745120,Leopoldstadt,48.2199,16.37475,Entire home/apt,2,1.0,2.0,82.0,6,55,90.0,t,strict_14_with_grace_period,0.98,2.,1020 Wien
259,750048,https://www.airbnb.com/rooms/750048,Ottakring,48.21318,16.33507,Entire home/apt,4,2.0,2.0,79.0,0,24,94.0,f,strict_14_with_grace_period,0.28,16.,1160 Wien
260,751185,https://www.airbnb.com/rooms/751185,Brigittenau,48.22838,16.37162,Entire home/apt,8,2.0,8.0,129.0,0,106,95.0,t,strict_14_with_grace_period,1.31,20.,1200 Wien
261,757295,https://www.airbnb.com/rooms/757295,Landstraße,48.21065,16.38813,Entire home/apt,6,2.0,2.0,121.0,0,67,95.0,f,flexible,0.8,3.,1030 Wien
263,758811,https://www.airbnb.com/rooms/758811,Innere Stadt,48.20712,16.37849,Entire home/apt,5,1.0,1.0,93.0,3,298,94.0,t,strict_14_with_grace_period,3.47,1.,1010 Wien
264,759892,https://www.airbnb.com/rooms/759892,Wieden,48.19724,16.36971,Entire home/apt,2,1.0,1.0,69.0,3,130,97.0,f,moderate,1.53,4.,1040 Wien
265,759999,https://www.airbnb.com/rooms/759999,Wieden,48.1969,16.36876,Entire home/apt,2,1.0,1.0,69.0,1,326,98.0,t,moderate,3.8,4.,1040 Wien
266,763157,https://www.airbnb.com/rooms/763157,Brigittenau,48.22953,16.37342,Entire home/apt,7,3.0,3.0,94.0,8,177,96.0,t,strict_14_with_grace_period,2.08,20.,1200 Wien
268,770418,https://www.airbnb.com/rooms/770418,Meidling,48.178940000000004,16.33062,Entire home/apt,2,1.0,1.0,49.0,7,98,95.0,f,flexible,1.25,12.,1120 Wien
269,772248,https://www.airbnb.com/rooms/772248,Rudolfsheim-Fünfhaus,48.20131,16.33184,Entire home/apt,2,1.0,1.0,35.0,0,5,95.0,f,flexible,0.1,15.,1150 Wien
270,772929,https://www.airbnb.com/rooms/772929,Landstraße,48.188109999999995,16.388939999999998,Private room,2,1.0,1.0,69.0,3,136,93.0,f,flexible,1.6,3.,1030 Wien
271,774449,https://www.airbnb.com/rooms/774449,Wieden,48.189820000000005,16.374779999999998,Private room,1,1.0,1.0,48.0,24,55,97.0,f,moderate,0.66,4.,1040 Wien
272,778065,https://www.airbnb.com/rooms/778065,Innere Stadt,48.2119,16.36318,Private room,2,1.0,1.0,70.0,23,1,80.0,f,strict_14_with_grace_period,0.02,1.,1010 Wien
273,779815,https://www.airbnb.com/rooms/779815,Mariahilf,48.19056,16.34325,Entire home/apt,6,3.0,4.0,74.0,23,38,98.0,f,strict_14_with_grace_period,0.45,6.,1060 Wien
274,780655,https://www.airbnb.com/rooms/780655,Leopoldstadt,48.21927,16.408739999999998,Entire home/apt,3,1.0,3.0,46.0,14,93,84.0,t,strict_14_with_grace_period,1.72,2.,1020 Wien
275,780671,https://www.airbnb.com/rooms/780671,Landstraße,48.19319,16.40791,Entire home/apt,2,1.0,2.0,48.0,18,84,81.0,t,strict_14_with_grace_period,1.59,3.,1030 Wien
276,780682,https://www.airbnb.com/rooms/780682,Favoriten,48.17405,16.37612,Entire home/apt,3,1.0,3.0,40.0,12,39,72.0,t,strict_14_with_grace_period,0.72,10.,1100 Wien
277,780685,https://www.airbnb.com/rooms/780685,Favoriten,48.17214,16.37643,Entire home/apt,6,2.0,6.0,56.0,28,78,81.0,t,strict_14_with_grace_period,1.5,10.,1100 Wien
278,780687,https://www.airbnb.com/rooms/780687,Favoriten,48.172290000000004,16.37622,Entire home/apt,5,2.0,5.0,50.0,21,57,80.0,t,strict_14_with_grace_period,1.03,10.,1100 Wien
279,780689,https://www.airbnb.com/rooms/780689,Favoriten,48.17497,16.39434,Entire home/apt,2,1.0,2.0,35.0,6,63,75.0,t,strict_14_with_grace_period,1.16,10.,1100 Wien
280,780696,https://www.airbnb.com/rooms/780696,Meidling,48.18594,16.3431,Entire home/apt,3,1.0,3.0,40.0,20,68,78.0,t,strict_14_with_grace_period,1.3,12.,1120 Wien
282,786350,https://www.airbnb.com/rooms/786350,Neubau,48.20663,16.338620000000002,Entire home/apt,2,1.0,1.0,42.0,3,325,89.0,f,moderate,3.87,7.,1070 Wien
283,789563,https://www.airbnb.com/rooms/789563,Brigittenau,48.22842,16.37164,Entire home/apt,5,1.0,3.0,79.0,7,32,94.0,t,strict_14_with_grace_period,0.38,20.,1200 Wien
284,799178,https://www.airbnb.com/rooms/799178,Leopoldstadt,48.21697,16.382460000000002,Entire home/apt,5,1.0,2.0,55.0,18,44,88.0,t,strict_14_with_grace_period,0.52,2.,1020 Wien
285,799342,https://www.airbnb.com/rooms/799342,Mariahilf,48.19839,16.35415,Entire home/apt,2,1.0,1.0,85.0,15,36,96.0,f,strict_14_with_grace_period,0.43,6.,1060 Wien
286,805190,https://www.airbnb.com/rooms/805190,Favoriten,48.175259999999994,16.36421,Entire home/apt,5,1.0,5.0,65.0,17,25,88.0,t,moderate,0.36,10.,1100 Wien
287,807170,https://www.airbnb.com/rooms/807170,Alsergrund,48.2261,16.36358,Entire home/apt,4,1.0,1.0,95.0,0,34,92.0,f,strict_14_with_grace_period,0.41,9.,1090 Wien
289,814488,https://www.airbnb.com/rooms/814488,Innere Stadt,48.21071,16.37085,Entire home/apt,4,1.0,1.0,140.0,3,63,94.0,f,strict_14_with_grace_period,0.76,1.,1010 Wien
290,815788,https://www.airbnb.com/rooms/815788,Ottakring,48.21709,16.32036,Entire home/apt,4,1.0,2.0,131.0,0,2,98.0,f,strict_14_with_grace_period,0.02,16.,1160 Wien
291,816388,https://www.airbnb.com/rooms/816388,Favoriten,48.17572,16.36554,Entire home/apt,5,1.0,5.0,65.0,17,21,90.0,t,moderate,0.28,10.,1100 Wien
292,818833,https://www.airbnb.com/rooms/818833,Neubau,48.20155,16.35604,Entire home/apt,4,1.0,1.0,89.0,6,455,96.0,t,strict_14_with_grace_period,5.45,7.,1070 Wien
293,819630,https://www.airbnb.com/rooms/819630,Wieden,48.19845,16.36436,Entire home/apt,4,1.0,1.0,75.0,0,15,94.0,f,strict_14_with_grace_period,0.2,4.,1040 Wien
294,820648,https://www.airbnb.com/rooms/820648,Neubau,48.20097,16.35025,Entire home/apt,2,1.0,1.0,55.0,0,12,98.0,f,moderate,0.14,7.,1070 Wien
295,820982,https://www.airbnb.com/rooms/820982,Penzing,48.20796,16.2458,Entire home/apt,4,2.0,4.0,75.0,27,4,100.0,t,strict_14_with_grace_period,0.05,14.,1140 Wien
296,821451,https://www.airbnb.com/rooms/821451,Alsergrund,48.22574,16.34941,Entire home/apt,4,2.0,2.0,100.0,0,15,99.0,f,strict_14_with_grace_period,0.2,9.,1090 Wien
297,826210,https://www.airbnb.com/rooms/826210,Landstraße,48.19999,16.40108,Entire home/apt,7,1.0,3.0,57.0,13,7,80.0,t,moderate,0.14,3.,1030 Wien
298,833475,https://www.airbnb.com/rooms/833475,Neubau,48.200720000000004,16.34444,Entire home/apt,2,1.0,1.0,60.0,0,8,95.0,t,strict_14_with_grace_period,0.1,7.,1070 Wien
300,835568,https://www.airbnb.com/rooms/835568,Neubau,48.20095,16.3518,Entire home/apt,3,1.0,1.0,120.0,0,16,99.0,t,strict_14_with_grace_period,0.23,7.,1070 Wien
301,839567,https://www.airbnb.com/rooms/839567,Donaustadt,48.23527,16.43759,Entire home/apt,6,2.0,6.0,99.0,24,159,96.0,t,strict_14_with_grace_period,1.97,22.,1220 Wien
302,840819,https://www.airbnb.com/rooms/840819,Margareten,48.19528,16.3599,Entire home/apt,4,1.0,2.0,95.0,0,47,95.0,t,flexible,0.56,5.,1050 Wien
303,843415,https://www.airbnb.com/rooms/843415,Innere Stadt,48.208290000000005,16.376179999999998,Entire home/apt,2,1.0,2.0,95.0,0,12,95.0,f,strict_14_with_grace_period,0.14,1.,1010 Wien
304,845097,https://www.airbnb.com/rooms/845097,Neubau,48.20148,16.34321,Entire home/apt,4,2.0,2.0,135.0,5,258,98.0,t,strict_14_with_grace_period,3.21,7.,1070 Wien
305,846009,https://www.airbnb.com/rooms/846009,Donaustadt,48.23579,16.41059,Entire home/apt,3,1.0,2.0,64.0,0,72,95.0,f,strict_14_with_grace_period,0.86,22.,1220 Wien
306,846107,https://www.airbnb.com/rooms/846107,Leopoldstadt,48.21774,16.388070000000003,Entire home/apt,4,1.0,2.0,56.0,8,366,89.0,f,strict_14_with_grace_period,5.11,2.,1020 Wien
307,847679,https://www.airbnb.com/rooms/847679,Innere Stadt,48.202709999999996,16.36369,Entire home/apt,9,4.0,9.0,499.0,19,71,97.0,f,strict_14_with_grace_period,0.94,1.,1010 Wien
308,847681,https://www.airbnb.com/rooms/847681,Innere Stadt,48.20386,16.370929999999998,Entire home/apt,9,4.0,8.0,470.0,0,44,95.0,f,strict_14_with_grace_period,0.59,1.,1010 Wien
309,849480,https://www.airbnb.com/rooms/849480,Innere Stadt,48.202,16.36826,Entire home/apt,8,3.0,7.0,430.0,13,78,97.0,f,strict_14_with_grace_period,1.25,1.,1010 Wien
310,852256,https://www.airbnb.com/rooms/852256,Innere Stadt,48.210809999999995,16.36938,Entire home/apt,4,1.0,1.0,130.0,7,47,94.0,f,moderate,0.6,1.,1010 Wien
311,852551,https://www.airbnb.com/rooms/852551,Landstraße,48.20711,16.39368,Entire home/apt,4,1.0,1.0,50.0,5,240,87.0,t,strict_14_with_grace_period,2.86,3.,1030 Wien
312,855234,https://www.airbnb.com/rooms/855234,Wieden,48.19269,16.36621,Entire home/apt,4,1.0,2.0,43.0,3,224,96.0,t,strict_14_with_grace_period,2.68,4.,1040 Wien
313,855282,https://www.airbnb.com/rooms/855282,Währing,48.22376,16.34238,Entire home/apt,2,1.0,1.0,50.0,13,71,97.0,f,moderate,0.85,18.,1180 Wien
314,855829,https://www.airbnb.com/rooms/855829,Rudolfsheim-Fünfhaus,48.19372,16.33297,Entire home/apt,8,3.0,3.0,120.0,0,13,83.0,f,moderate,0.16,15.,1150 Wien
315,859134,https://www.airbnb.com/rooms/859134,Innere Stadt,48.211240000000004,16.36478,Entire home/apt,6,2.0,2.0,170.0,19,63,95.0,f,strict_14_with_grace_period,0.78,1.,1010 Wien
316,860550,https://www.airbnb.com/rooms/860550,Wieden,48.19323,16.3669,Entire home/apt,4,1.0,1.0,49.0,2,177,91.0,t,strict_14_with_grace_period,2.18,4.,1040 Wien
318,865491,https://www.airbnb.com/rooms/865491,Margareten,48.19102,16.35839,Entire home/apt,3,1.0,3.0,90.0,14,11,100.0,f,moderate,0.18,5.,1050 Wien
319,865862,https://www.airbnb.com/rooms/865862,Margareten,48.18329,16.36468,Entire home/apt,4,1.0,3.0,66.0,20,253,90.0,t,moderate,3.15,5.,1050 Wien
320,874226,https://www.airbnb.com/rooms/874226,Alsergrund,48.21716,16.36516,Entire home/apt,6,3.0,4.0,185.0,0,6,90.0,f,strict_14_with_grace_period,0.23,9.,1090 Wien
321,879228,https://www.airbnb.com/rooms/879228,Rudolfsheim-Fünfhaus,48.18492,16.327939999999998,Entire home/apt,10,3.0,8.0,179.0,19,180,97.0,t,moderate,2.27,15.,1150 Wien
323,881867,https://www.airbnb.com/rooms/881867,Landstraße,48.19287,16.40045,Private room,2,1.0,1.0,29.0,14,178,91.0,f,moderate,2.2,3.,1030 Wien
324,886401,https://www.airbnb.com/rooms/886401,Neubau,48.20322,16.348129999999998,Entire home/apt,4,1.0,2.0,89.0,6,424,98.0,t,moderate,5.14,7.,1070 Wien
325,888192,https://www.airbnb.com/rooms/888192,Innere Stadt,48.20427,16.3699,Entire home/apt,4,1.0,2.0,110.0,1,28,98.0,f,strict_14_with_grace_period,0.35,1.,1010 Wien
327,897710,https://www.airbnb.com/rooms/897710,Leopoldstadt,48.21609,16.37668,Entire home/apt,4,1.0,2.0,69.0,16,141,95.0,f,strict_14_with_grace_period,1.76,2.,1020 Wien
328,900074,https://www.airbnb.com/rooms/900074,Neubau,48.201,16.3447,Private room,2,1.0,1.0,38.0,1,39,96.0,f,moderate,0.48,7.,1070 Wien
329,900511,https://www.airbnb.com/rooms/900511,Leopoldstadt,48.22045,16.39625,Entire home/apt,2,1.0,1.0,84.0,13,9,96.0,f,strict_14_with_grace_period,0.12,2.,1020 Wien
330,900533,https://www.airbnb.com/rooms/900533,Leopoldstadt,48.22139,16.39537,Entire home/apt,2,1.0,1.0,84.0,14,2,100.0,f,strict_14_with_grace_period,0.03,2.,1020 Wien
331,900543,https://www.airbnb.com/rooms/900543,Leopoldstadt,48.220079999999996,16.39704,Entire home/apt,4,1.0,1.0,89.0,13,2,60.0,f,strict_14_with_grace_period,0.04,2.,1020 Wien
333,900563,https://www.airbnb.com/rooms/900563,Leopoldstadt,48.22045,16.396910000000002,Entire home/apt,4,1.0,4.0,99.0,17,2,80.0,f,strict_14_with_grace_period,0.03,2.,1020 Wien
335,908106,https://www.airbnb.com/rooms/908106,Landstraße,48.20022,16.40278,Entire home/apt,4,1.0,1.0,79.0,11,18,94.0,f,moderate,0.22,3.,1030 Wien
336,914026,https://www.airbnb.com/rooms/914026,Neubau,48.20479,16.34092,Entire home/apt,2,1.0,1.0,75.0,7,216,96.0,f,moderate,2.66,7.,1070 Wien
337,915450,https://www.airbnb.com/rooms/915450,Alsergrund,48.22701,16.35143,Private room,2,1.0,1.0,19.0,0,1,100.0,f,flexible,0.02,9.,1090 Wien
338,918893,https://www.airbnb.com/rooms/918893,Währing,48.22841,16.33635,Entire home/apt,5,1.0,2.0,69.0,0,124,97.0,t,strict_14_with_grace_period,1.51,18.,1180 Wien
339,925419,https://www.airbnb.com/rooms/925419,Rudolfsheim-Fünfhaus,48.187020000000004,16.32525,Entire home/apt,4,1.0,1.0,65.0,16,130,95.0,f,moderate,1.61,15.,1150 Wien
340,925642,https://www.airbnb.com/rooms/925642,Meidling,48.17868,16.34243,Entire home/apt,5,2.0,2.0,62.0,3,38,95.0,f,strict_14_with_grace_period,0.49,12.,1120 Wien
341,926878,https://www.airbnb.com/rooms/926878,Innere Stadt,48.210609999999996,16.37037,Private room,2,1.0,1.0,75.0,2,5,85.0,f,moderate,0.06,1.,1010 Wien
